Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Turquie","Autres utilisations (non alimentaire)","Orge et produits","2017","38"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Production","Maïs et produits","2017","5900"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Maïs et produits","2017","2058"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Maïs et produits","2017","-39"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Maïs et produits","2017","692"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Maïs et produits","2017","7305"
"Bilans Alimentaires (2010-)","Turquie","Aliments pour animaux","Maïs et produits","2017","4465"
"Bilans Alimentaires (2010-)","Turquie","Semences","Maïs et produits","2017","63"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Maïs et produits","2017","209"
"Bilans Alimentaires (2010-)","Turquie","Traitement","Maïs et produits","2017","221"
"Bilans Alimentaires (2010-)","Turquie","Autres utilisations (non alimentaire)","Maïs et produits","2017","704"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Nourriture","Maïs et produits","2017","1643"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","20.25"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","162"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","3.51"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.53"
"Bilans Alimentaires (2010-)","Turquie","Production","Seigle et produits","2017","320"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Seigle et produits","2017","33"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Seigle et produits","2017","287"
"Bilans Alimentaires (2010-)","Turquie","Aliments pour animaux","Seigle et produits","2017","29"
"Bilans Alimentaires (2010-)","Turquie","Semences","Seigle et produits","2017","26"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Seigle et produits","2017","34"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Nourriture","Seigle et produits","2017","198"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","2.44"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","20"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0.6"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0.09"
"Bilans Alimentaires (2010-)","Turquie","Production","Avoine","2017","250"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Avoine","2017","-15"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Avoine","2017","266"
"Bilans Alimentaires (2010-)","Turquie","Aliments pour animaux","Avoine","2017","124"
"Bilans Alimentaires (2010-)","Turquie","Semences","Avoine","2017","20"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Avoine","2017","27"
"Bilans Alimentaires (2010-)","Turquie","Traitement","Avoine","2017","95"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Nourriture","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.01"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Production","Millet et produits","2017","5"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Millet et produits","2017","7"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Millet et produits","2017","12"
"Bilans Alimentaires (2010-)","Turquie","Aliments pour animaux","Millet et produits","2017","11"
"Bilans Alimentaires (2010-)","Turquie","Semences","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Production","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Production","Céréales, Autres","2017","203"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Céréales, Autres","2017","4"
"Bilans Alimentaires (2010-)","Turquie","Variation de stock","Céréales, Autres","2017","-5"
"Bilans Alimentaires (2010-)","Turquie","Exportations - Quantité","Céréales, Autres","2017","54"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Céréales, Autres","2017","159"
"Bilans Alimentaires (2010-)","Turquie","Aliments pour animaux","Céréales, Autres","2017","146"
"Bilans Alimentaires (2010-)","Turquie","Semences","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","Turquie","Pertes","Céréales, Autres","2017","7"
"Bilans Alimentaires (2010-)","Turquie","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","0.01"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Production","Blé et produits","2017","26209"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Blé et produits","2017","81"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Blé et produits","2017","-533"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Blé et produits","2017","18027"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Blé et produits","2017","8797"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Blé et produits","2017","1138"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Blé et produits","2017","1250"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Blé et produits","2017","534"
"Bilans Alimentaires (2010-)","Ukraine","Traitement","Blé et produits","2017","171"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Blé et produits","2017","222"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Blé et produits","2017","5481"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","123.21"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","959"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","28.52"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","3.61"
"Bilans Alimentaires (2010-)","Ukraine","Production","Riz et produits","2017","64"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Riz et produits","2017","118"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Riz et produits","2017","-11"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Riz et produits","2017","191"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Riz et produits","2017","21"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Riz et produits","2017","169"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","3.79"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","24"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.45"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.05"
"Bilans Alimentaires (2010-)","Ukraine","Production","Orge et produits","2017","8285"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Orge et produits","2017","20"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Orge et produits","2017","-86"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Orge et produits","2017","4987"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Orge et produits","2017","3404"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Orge et produits","2017","1716"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Orge et produits","2017","665"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Orge et produits","2017","169"
"Bilans Alimentaires (2010-)","Ukraine","Traitement","Orge et produits","2017","555"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Orge et produits","2017","168"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Orge et produits","2017","132"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","2.96"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","18"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.5"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.06"
"Bilans Alimentaires (2010-)","Ukraine","Production","Maïs et produits","2017","24669"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Maïs et produits","2017","86"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Maïs et produits","2017","-699"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Maïs et produits","2017","19531"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Maïs et produits","2017","5923"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Maïs et produits","2017","2683"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Maïs et produits","2017","250"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Maïs et produits","2017","867"
"Bilans Alimentaires (2010-)","Ukraine","Traitement","Maïs et produits","2017","233"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Maïs et produits","2017","1058"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Maïs et produits","2017","832"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","18.7"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","140"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","3.23"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.46"
"Bilans Alimentaires (2010-)","Ukraine","Production","Seigle et produits","2017","508"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Seigle et produits","2017","-8"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Seigle et produits","2017","25"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Seigle et produits","2017","491"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Seigle et produits","2017","72"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Seigle et produits","2017","41"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Seigle et produits","2017","11"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Seigle et produits","2017","7"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Seigle et produits","2017","360"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","8.08"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","59"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","1.55"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0.31"
"Bilans Alimentaires (2010-)","Ukraine","Production","Avoine","2017","471"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Avoine","2017","2"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Avoine","2017","-8"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Avoine","2017","19"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Avoine","2017","462"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Avoine","2017","212"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Avoine","2017","43"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Avoine","2017","24"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Avoine","2017","10"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Avoine","2017","174"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","3.9"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","23"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.94"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.37"
"Bilans Alimentaires (2010-)","Ukraine","Production","Millet et produits","2017","84"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Millet et produits","2017","73"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Millet et produits","2017","12"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Millet et produits","2017","3"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Millet et produits","2017","2"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Millet et produits","2017","3"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Millet et produits","2017","-1"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Millet et produits","2017","6"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Millet et produits","2017","0.14"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Millet et produits","2017","0.03"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Millet et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Ukraine","Production","Sorgho et produits","2017","199"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Sorgho et produits","2017","-15"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Sorgho et produits","2017","148"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Sorgho et produits","2017","66"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Sorgho et produits","2017","54"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Sorgho et produits","2017","2"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Sorgho et produits","2017","4"
"Bilans Alimentaires (2010-)","Ukraine","Autres utilisations (non alimentaire)","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Sorgho et produits","2017","-33"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Sorgho et produits","2017","39"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Sorgho et produits","2017","0.88"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Sorgho et produits","2017","7"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Sorgho et produits","2017","0.22"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Sorgho et produits","2017","0.07"
"Bilans Alimentaires (2010-)","Ukraine","Production","Céréales, Autres","2017","235"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Céréales, Autres","2017","36"
"Bilans Alimentaires (2010-)","Ukraine","Variation de stock","Céréales, Autres","2017","14"
"Bilans Alimentaires (2010-)","Ukraine","Exportations - Quantité","Céréales, Autres","2017","47"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Céréales, Autres","2017","210"
"Bilans Alimentaires (2010-)","Ukraine","Aliments pour animaux","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Ukraine","Semences","Céréales, Autres","2017","14"
"Bilans Alimentaires (2010-)","Ukraine","Pertes","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Ukraine","Résidus","Céréales, Autres","2017","-4"
"Bilans Alimentaires (2010-)","Ukraine","Nourriture","Céréales, Autres","2017","185"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","4.16"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","31"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.62"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.11"
"Bilans Alimentaires (2010-)","Uruguay","Production","Blé et produits","2017","757"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Blé et produits","2017","39"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Blé et produits","2017","52"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Blé et produits","2017","250"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Blé et produits","2017","494"
"Bilans Alimentaires (2010-)","Uruguay","Aliments pour animaux","Blé et produits","2017","53"
"Bilans Alimentaires (2010-)","Uruguay","Semences","Blé et produits","2017","36"
"Bilans Alimentaires (2010-)","Uruguay","Pertes","Blé et produits","2017","35"
"Bilans Alimentaires (2010-)","Uruguay","Autres utilisations (non alimentaire)","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Nourriture","Blé et produits","2017","371"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","107.93"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","803"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","20.92"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","4.74"
"Bilans Alimentaires (2010-)","Uruguay","Production","Riz et produits","2017","1410"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Riz et produits","2017","2"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Riz et produits","2017","-91"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Riz et produits","2017","1392"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Riz et produits","2017","111"
"Bilans Alimentaires (2010-)","Uruguay","Aliments pour animaux","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Semences","Riz et produits","2017","25"
"Bilans Alimentaires (2010-)","Uruguay","Pertes","Riz et produits","2017","28"
"Bilans Alimentaires (2010-)","Uruguay","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Nourriture","Riz et produits","2017","57"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","16.71"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","117"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","2.32"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.21"
"Bilans Alimentaires (2010-)","Uruguay","Production","Orge et produits","2017","678"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Orge et produits","2017","9"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Orge et produits","2017","42"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Orge et produits","2017","571"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Orge et produits","2017","74"
"Bilans Alimentaires (2010-)","Uruguay","Aliments pour animaux","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Semences","Orge et produits","2017","33"
"Bilans Alimentaires (2010-)","Uruguay","Pertes","Orge et produits","2017","16"
"Bilans Alimentaires (2010-)","Uruguay","Traitement","Orge et produits","2017","20"
"Bilans Alimentaires (2010-)","Uruguay","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Nourriture","Orge et produits","2017","5"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","1.42"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","9"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.15"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Production","Maïs et produits","2017","471"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Maïs et produits","2017","273"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Maïs et produits","2017","25"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Maïs et produits","2017","719"
"Bilans Alimentaires (2010-)","Uruguay","Aliments pour animaux","Maïs et produits","2017","543"
"Bilans Alimentaires (2010-)","Uruguay","Semences","Maïs et produits","2017","5"
"Bilans Alimentaires (2010-)","Uruguay","Pertes","Maïs et produits","2017","37"
"Bilans Alimentaires (2010-)","Uruguay","Autres utilisations (non alimentaire)","Maïs et produits","2017","34"
"Bilans Alimentaires (2010-)","Uruguay","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Nourriture","Maïs et produits","2017","102"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","29.63"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","181"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","4.09"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.56"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Aliments pour animaux","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Nourriture","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0.02"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Production","Avoine","2017","32"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Avoine","2017","3"
"Bilans Alimentaires (2010-)","Uruguay","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Uruguay","Exportations - Quantité","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Avoine","2017","34"
